sent_at_ms	latency_us	delay_since_due_us
1790219165132	50	50
1790219165133	48	48
1790219165134	41	41
1790219165135	44	44
1790219165136	46	46
1790219165137	47	47
1790219165138	48	48
1790219165139	47	47
1790219165140	49	49
1790219165141	47	47
1790219165142	49	49
1790219165143	47	47
1790219165144	48	48
1790219165145	48	48
1790219165146	49	49
1790219165147	46	46
1790219165148	51	51
1790219165149	48	48
1790219165150	45	45
1790219165151	46	46
1790219165152	48	48
1790219165153	44	44
1790219165154	41	41
1790219165155	46	46
1790219165156	47	47
1790219165157	44	44
1790219165158	45	45
1790219165159	46	46
1790219165160	48	48
1790219165161	47	47
1790219165162	49	49
1790219165163	48	48
1790219165164	46	46
1790219165165	47	47
1790219165166	48	48
1790219165167	48	48
1790219165168	49	49
1790219165169	45	45
1790219165170	48	48
1790219165171	46	46
1790219165172	51	51
1790219165173	47	47
1790219165174	49	49
1790219165175	43	43
1790219165176	53	53
1790219165177	47	47
1790219165178	46	46
1790219165179	47	47
1790219165180	48	48
1790219165181	44	44
1790219165182	46	46
1790219165183	45	45
1790219165184	45	45
1790219165185	47	47
1790219165186	47	47
1790219165187	47	47
1790219165188	49	49
1790219165189	47	47
1790219165190	53	53
1790219165191	46	46
1790219165192	158	158
1790219165193	46	46
1790219165194	49	49
1790219165195	45	45
1790219165196	51	51
1790219165197	47	47
1790219165198	47	47
1790219165199	44	44
1790219165200	48	48
1790219165201	44	44
1790219165202	48	48
1790219165203	45	45
1790219165204	48	48
1790219165205	49	49
1790219165206	47	47
1790219165207	48	48
1790219165208	47	47
1790219165209	47	47
1790219165210	48	48
1790219165211	45	45
1790219165212	52	52
1790219165213	42	42
1790219165214	53	53
1790219165215	51	51
1790219165216	47	47
1790219165217	47	47
1790219165218	49	49
1790219165219	46	46
1790219165220	49	49
1790219165221	45	45
1790219165222	48	48
1790219165223	48	48
1790219165224	50	50
1790219165225	51	51
1790219165226	47	47
1790219165227	48	48
1790219165228	50	50
1790219165229	46	46
1790219165230	48	48
1790219165231	46	46
1790219165232	48	48
1790219165233	46	46
1790219165234	50	50
1790219165235	50	50
1790219165236	46	46
1790219165237	45	45
1790219165238	44	44
1790219165239	45	45
1790219165240	47	47
1790219165241	56	56
1790219165242	47	47
1790219165243	45	45
1790219165244	47	47
1790219165245	45	45
1790219165246	43	43
1790219165247	47	47
1790219165248	48	48
1790219165249	47	47
1790219165250	47	47
1790219165251	44	44
1790219165252	49	49
1790219165253	47	47
1790219165254	46	46
1790219165255	47	47
1790219165256	49	49
1790219165257	45	45
1790219165258	47	47
1790219165259	49	49
1790219165260	47	47
1790219165261	49	49
1790219165262	45	45
1790219165263	50	50
1790219165264	43	43
1790219165265	47	47
1790219165266	47	47
1790219165267	48	48
1790219165268	51	51
1790219165269	46	46
1790219165270	45	45
1790219165271	46	46
1790219165272	49	49
1790219165273	48	48
1790219165274	48	48
1790219165275	47	47
1790219165276	46	46
1790219165277	49	49
1790219165278	47	47
1790219165279	48	48
1790219165280	47	47
1790219165281	47	47
1790219165282	45	45
1790219165283	46	46
1790219165284	47	47
1790219165285	49	49
1790219165286	52	52
1790219165287	48	48
1790219165288	45	45
1790219165289	45	45
1790219165290	49	49
1790219165291	56	56
1790219165292	48	48
1790219165293	124	124
1790219165294	50	50
1790219165295	49	49
1790219165296	47	47
1790219165297	51	51
1790219165298	47	47
1790219165299	61	61
1790219165300	47	47
1790219165301	51	51
1790219165302	48	48
1790219165303	47	47
1790219165304	47	47
1790219165305	45	45
1790219165306	51	51
1790219165307	44	44
1790219165308	47	47
1790219165309	46	46
1790219165310	47	47
1790219165311	42	42
1790219165312	44	44
1790219165313	49	49
1790219165314	45	45
1790219165315	45	45
1790219165316	47	47
1790219165317	50	50
1790219165318	46	46
1790219165319	47	47
1790219165320	51	51
1790219165321	49	49
1790219165322	48	48
1790219165323	50	50
1790219165324	45	45
1790219165325	48	48
1790219165326	47	47
1790219165327	49	49
1790219165328	46	46
1790219165329	47	47
1790219165330	47	47
1790219165331	48	48
1790219165332	45	45
1790219165333	43	43
1790219165334	47	47
1790219165335	51	51
1790219165336	49	49
1790219165337	46	46
1790219165338	50	50
1790219165339	49	49
1790219165340	48	48
1790219165341	45	45
1790219165342	46	47
1790219165343	45	45
1790219165344	46	46
1790219165345	49	49
1790219165346	46	46
1790219165347	50	50
1790219165348	48	48
1790219165349	46	46
1790219165350	49	49
1790219165351	45	45
1790219165352	46	46
1790219165353	43	43
1790219165354	45	45
1790219165355	44	44
1790219165356	46	46
1790219165357	43	43
1790219165358	44	44
1790219165359	46	46
1790219165360	49	49
1790219165361	45	45
1790219165362	45	45
1790219165363	49	49
1790219165364	47	47
1790219165365	49	49
1790219165366	46	46
1790219165367	44	44
1790219165368	48	48
1790219165369	47	47
1790219165370	47	47
1790219165371	48	48
1790219165372	49	49
1790219165373	51	51
1790219165374	49	49
1790219165375	44	44
1790219165376	49	49
1790219165377	46	46
1790219165378	45	45
1790219165379	45	45
1790219165380	47	47
1790219165381	49	49
1790219165382	47	47
1790219165383	44	44
1790219165384	46	46
1790219165385	47	47
1790219165386	47	47
1790219165387	45	45
1790219165388	44	44
1790219165389	49	49
1790219165390	49	49
1790219165391	48	48
1790219165392	48	48
1790219165393	47	47
1790219165394	113	113
1790219165395	47	47
1790219165396	47	47
1790219165397	49	49
1790219165398	48	48
1790219165399	44	44
1790219165400	47	47
1790219165401	45	45
1790219165402	48	48
1790219165403	46	46
1790219165404	47	47
1790219165405	47	47
1790219165406	47	47
1790219165407	45	45
1790219165408	41	41
1790219165409	46	46
1790219165410	49	49
1790219165411	50	50
1790219165412	45	45
1790219165413	48	48
1790219165414	51	51
1790219165415	46	46
1790219165416	46	46
1790219165417	46	46
1790219165418	46	46
1790219165419	49	49
1790219165420	45	45
1790219165421	49	49
1790219165422	46	46
1790219165423	45	45
1790219165424	48	48
1790219165425	48	48
1790219165426	46	46
1790219165427	48	48
1790219165428	126	126
1790219165429	65	65
1790219165430	55	55
1790219165431	58	58
1790219165432	48	48
1790219165433	46	46
1790219165434	48	48
1790219165435	56	56
1790219165436	47	47
1790219165437	55	55
1790219165438	46	46
1790219165439	55	55
1790219165440	50	50
1790219165441	55	55
1790219165442	46	46
1790219165443	53	53
1790219165444	53	53
1790219165445	47	47
1790219165446	48	48
1790219165447	47	47
1790219165448	48	48
1790219165449	48	48
1790219165450	46	46
1790219165451	47	47
1790219165452	78	78
1790219165453	49	49
1790219165454	48	48
1790219165455	46	46
1790219165456	45	45
1790219165457	46	46
1790219165458	45	45
1790219165459	47	47
1790219165460	54	54
1790219165461	45	45
1790219165462	43	43
1790219165463	61	61
1790219165464	58	58
1790219165465	51	51
1790219165466	49	49
1790219165467	45	45
1790219165468	45	45
1790219165469	47	47
1790219165470	47	47
1790219165471	50	50
1790219165472	50	50
1790219165473	47	47
1790219165474	49	49
1790219165475	48	48
1790219165476	47	47
1790219165477	48	48
1790219165478	47	47
1790219165479	46	46
1790219165480	44	44
1790219165481	46	46
1790219165482	48	48
1790219165483	49	49
1790219165484	48	48
1790219165485	43	43
1790219165486	47	47
1790219165487	49	49
1790219165488	76	76
1790219165489	66	66
1790219165490	65	65
1790219165491	51	51
1790219165492	76	76
1790219165493	75	75
1790219165494	75	75
1790219165495	171	171
1790219165496	55	56
1790219165497	52	52
1790219165498	52	52
1790219165499	84	84
1790219165500	60	60
1790219165501	71	71
1790219165502	91	91
1790219165503	112	112
1790219165504	56	56
1790219165505	49	49
1790219165506	50	50
1790219165507	46	46
1790219165508	48	48
1790219165509	46	46
1790219165510	54	54
1790219165511	47	47
1790219165512	48	48
1790219165513	47	47
1790219165514	48	48
1790219165515	60	60
1790219165516	48	49
1790219165517	46	46
1790219165518	52	52
1790219165519	46	46
1790219165520	44	44
1790219165521	49	49
1790219165522	46	46
1790219165523	48	48
1790219165524	47	47
1790219165525	57	57
1790219165526	51	51
1790219165527	44	44
1790219165528	48	48
1790219165529	45	45
1790219165530	52	52
1790219165531	52	52
1790219165532	50	50
1790219165533	51	51
1790219165534	50	50
1790219165535	52	52
1790219165536	47	47
1790219165537	45	45
1790219165538	49	49
1790219165539	47	47
1790219165540	49	49
1790219165541	45	45
1790219165542	49	49
1790219165543	48	48
1790219165544	46	46
1790219165545	50	51
1790219165546	46	46
1790219165547	48	48
1790219165548	47	47
1790219165549	50	50
1790219165550	45	45
1790219165551	46	46
1790219165552	49	49
1790219165553	44	44
1790219165554	47	47
1790219165555	49	49
1790219165556	47	47
1790219165557	53	53
1790219165558	47	47
1790219165559	52	52
1790219165560	42	42
1790219165561	48	48
1790219165562	45	45
1790219165563	47	47
1790219165564	45	45
1790219165565	92	92
1790219165566	83	83
1790219165567	50	50
1790219165568	48	48
1790219165569	46	46
1790219165570	45	45
1790219165571	53	53
1790219165572	51	51
1790219165573	57	57
1790219165574	50	50
1790219165575	48	48
1790219165576	42	42
1790219165577	48	48
1790219165578	46	46
1790219165579	52	52
1790219165580	46	47
1790219165581	50	50
1790219165582	49	49
1790219165583	49	49
1790219165584	45	45
1790219165585	52	52
1790219165586	45	45
1790219165587	49	49
1790219165588	50	51
1790219165589	46	46
1790219165590	46	46
1790219165591	51	51
1790219165592	47	47
1790219165593	48	48
1790219165594	44	44
1790219165595	48	48
1790219165596	141	141
1790219165597	49	49
1790219165598	44	44
1790219165599	46	46
1790219165600	72	72
1790219165601	49	49
1790219165602	49	49
1790219165603	49	49
1790219165604	54	54
1790219165605	47	47
1790219165606	50	50
1790219165607	55	55
1790219165608	50	50
1790219165609	47	47
1790219165610	49	49
1790219165611	47	47
1790219165612	49	49
1790219165613	46	46
1790219165614	46	46
1790219165615	82	82
1790219165616	78	78
1790219165617	52	52
1790219165618	49	49
1790219165619	58	58
1790219165620	45	45
1790219165621	53	53
1790219165622	50	50
1790219165623	49	49
1790219165624	52	52
1790219165625	51	51
1790219165626	47	47
1790219165627	52	52
1790219165628	47	47
1790219165629	47	47
1790219165630	48	48
1790219165631	49	49
1790219165632	47	47
1790219165633	72	72
1790219165634	62	63
1790219165635	52	52
1790219165636	52	52
1790219165637	47	47
1790219165638	53	53
1790219165639	52	52
1790219165640	51	51
1790219165641	47	47
1790219165642	52	52
1790219165643	49	49
1790219165644	48	48
1790219165645	50	50
1790219165646	54	54
1790219165647	48	48
1790219165648	48	48
1790219165649	46	46
1790219165650	49	49
1790219165651	48	48
1790219165652	49	49
1790219165653	47	47
1790219165654	48	48
1790219165655	47	47
1790219165656	48	48
1790219165657	46	46
1790219165658	46	46
1790219165659	48	48
1790219165660	52	52
1790219165661	52	52
1790219165662	48	48
1790219165663	48	48
1790219165664	54	54
1790219165665	45	45
1790219165666	48	48
1790219165667	42	42
1790219165668	42	42
1790219165669	46	46
1790219165670	45	45
1790219165671	44	44
1790219165672	45	45
1790219165673	48	48
1790219165674	47	47
1790219165675	49	49
1790219165676	42	42
1790219165677	52	52
1790219165678	46	46
1790219165679	48	48
1790219165680	47	47
1790219165681	48	48
1790219165682	50	50
1790219165683	45	45
1790219165684	44	44
1790219165685	43	43
1790219165686	46	46
1790219165687	49	49
1790219165688	48	49
1790219165689	48	48
1790219165690	48	48
1790219165691	47	47
1790219165692	47	47
1790219165693	46	46
1790219165694	47	47
1790219165695	45	45
1790219165696	46	46
1790219165697	215	215
1790219165698	49	49
1790219165699	51	51
1790219165700	47	47
1790219165701	48	48
1790219165702	45	45
1790219165703	49	49
1790219165704	48	48
1790219165705	50	50
1790219165706	45	45
1790219165707	48	48
1790219165708	46	46
1790219165709	52	52
1790219165710	47	47
1790219165711	47	47
1790219165712	47	47
1790219165713	48	48
1790219165714	50	50
1790219165715	52	52
1790219165716	46	46
1790219165717	46	46
1790219165718	46	46
1790219165719	44	44
1790219165720	45	45
1790219165721	50	50
1790219165722	48	48
1790219165723	47	47
1790219165724	47	47
1790219165725	46	46
1790219165726	46	46
1790219165727	50	50
1790219165728	47	47
1790219165729	47	47
1790219165730	48	48
1790219165731	48	48
1790219165732	44	44
1790219165733	47	47
1790219165734	47	47
1790219165735	48	48
1790219165736	47	47
1790219165737	47	47
1790219165738	48	48
1790219165739	46	46
1790219165740	46	46
1790219165741	48	48
1790219165742	44	44
1790219165743	46	46
1790219165744	47	47
1790219165745	60	60
1790219165746	47	47
1790219165747	43	43
1790219165748	47	47
1790219165749	50	50
1790219165750	49	49
1790219165751	49	49
1790219165752	47	47
1790219165753	46	46
1790219165754	48	48
1790219165755	46	46
1790219165756	49	49
1790219165757	49	49
1790219165758	49	49
1790219165759	47	47
1790219165760	48	48
1790219165761	48	48
1790219165762	46	46
1790219165763	46	46
1790219165764	47	47
1790219165765	49	49
1790219165766	48	48
1790219165767	43	43
1790219165768	53	53
1790219165769	45	45
1790219165770	45	45
1790219165771	44	44
1790219165772	46	46
1790219165773	47	47
1790219165774	52	52
1790219165775	49	49
1790219165776	50	50
1790219165777	48	48
1790219165778	49	49
1790219165779	47	47
1790219165780	47	47
1790219165781	50	50
1790219165782	48	48
1790219165783	47	47
1790219165784	46	46
1790219165785	42	42
1790219165786	59	59
1790219165787	49	49
1790219165788	48	48
1790219165789	57	57
1790219165790	50	50
1790219165791	45	45
1790219165792	48	48
1790219165793	42	42
1790219165794	48	48
1790219165795	47	47
1790219165796	47	47
1790219165797	49	49
1790219165798	126	126
1790219165799	47	47
1790219165800	42	42
1790219165801	48	48
1790219165802	48	48
1790219165803	44	44
1790219165804	43	43
1790219165805	50	50
1790219165806	48	48
1790219165807	50	50
1790219165808	47	47
1790219165809	43	43
1790219165810	42	42
1790219165811	46	46
1790219165812	47	47
1790219165813	49	49
1790219165814	48	48
1790219165815	44	44
1790219165816	42	42
1790219165817	47	47
1790219165818	47	47
1790219165819	45	45
1790219165820	43	44
1790219165821	47	47
1790219165822	55	55
1790219165823	48	48
1790219165824	49	49
1790219165825	41	41
1790219165826	44	44
1790219165827	48	48
1790219165828	49	49
1790219165829	53	53
1790219165830	46	46
1790219165831	48	48
1790219165832	49	49
1790219165833	48	48
1790219165834	46	46
1790219165835	47	47
1790219165836	45	45
1790219165837	49	49
1790219165838	47	47
1790219165839	47	47
1790219165840	48	48
1790219165841	48	48
1790219165842	44	44
1790219165843	47	47
1790219165844	47	47
1790219165845	48	48
1790219165846	47	47
1790219165847	48	48
1790219165848	43	43
1790219165849	46	46
1790219165850	46	46
1790219165851	47	47
1790219165852	46	46
1790219165853	50	50
1790219165854	49	49
1790219165855	47	47
1790219165856	47	47
1790219165857	47	47
1790219165858	46	46
1790219165859	47	47
1790219165860	49	49
1790219165861	49	49
1790219165862	46	46
1790219165863	48	48
1790219165864	46	46
1790219165865	45	45
1790219165866	43	43
1790219165867	44	44
1790219165868	47	47
1790219165869	48	48
1790219165870	46	46
1790219165871	46	46
1790219165872	51	51
1790219165873	47	47
1790219165874	44	44
1790219165875	44	44
1790219165876	45	45
1790219165877	50	50
1790219165878	47	47
1790219165879	42	42
1790219165880	49	49
1790219165881	43	43
1790219165882	48	48
1790219165883	45	45
1790219165884	47	47
1790219165885	47	47
1790219165886	43	43
1790219165887	44	44
1790219165888	45	45
1790219165889	43	43
1790219165890	45	45
1790219165891	42	42
1790219165892	44	44
1790219165893	47	47
1790219165894	43	43
1790219165895	48	48
1790219165896	49	49
1790219165897	48	48
1790219165898	46	46
1790219165899	122	122
1790219165900	46	46
1790219165901	48	48
1790219165902	46	46
1790219165903	47	47
1790219165904	54	54
1790219165905	47	47
1790219165906	44	44
1790219165907	50	50
1790219165908	46	46
1790219165909	47	47
1790219165910	48	48
1790219165911	47	47
1790219165912	48	48
1790219165913	45	45
1790219165914	46	46
1790219165915	44	44
1790219165916	47	47
1790219165917	48	48
1790219165918	48	48
1790219165919	48	48
1790219165920	49	49
1790219165921	44	44
1790219165922	61	61
1790219165923	47	47
1790219165924	49	49
1790219165925	49	49
1790219165926	48	48
1790219165927	48	48
1790219165928	51	51
1790219165929	47	47
1790219165930	45	45
1790219165931	43	43
1790219165932	45	45
1790219165933	48	48
1790219165934	43	43
1790219165935	46	46
1790219165936	48	48
1790219165937	46	46
1790219165938	49	49
1790219165939	46	46
1790219165940	49	49
1790219165941	43	43
1790219165942	48	48
1790219165943	50	50
1790219165944	46	46
1790219165945	44	44
1790219165946	44	44
1790219165947	45	45
1790219165948	46	46
1790219165949	48	48
1790219165950	49	49
1790219165951	45	46
1790219165952	52	52
1790219165953	47	47
1790219165954	42	42
1790219165955	45	45
1790219165956	44	44
1790219165957	48	48
1790219165958	47	49
1790219165959	45	45
1790219165960	47	47
1790219165961	45	45
1790219165962	44	44
1790219165963	47	47
1790219165964	49	49
1790219165965	49	49
1790219165966	48	48
1790219165967	49	49
1790219165968	48	48
1790219165969	47	47
1790219165970	44	44
1790219165971	45	46
1790219165972	47	47
1790219165973	49	49
1790219165974	44	44
1790219165975	43	43
1790219165976	45	45
1790219165977	49	49
1790219165978	47	47
1790219165979	49	49
1790219165980	42	42
1790219165981	49	49
