sent_at_ms	latency_us	delay_since_due_us
1790219163735	48	48
1790219163736	46	46
1790219163737	50	50
1790219163738	45	45
1790219163739	47	47
1790219163740	51	51
1790219163741	48	48
1790219163742	47	47
1790219163743	49	49
1790219163744	47	47
1790219163745	47	47
1790219163746	47	47
1790219163747	49	49
1790219163748	46	46
1790219163749	50	50
1790219163750	45	45
1790219163751	48	48
1790219163752	48	48
1790219163753	45	45
1790219163754	45	45
1790219163755	48	48
1790219163756	52	52
1790219163757	48	48
1790219163758	47	47
1790219163759	47	47
1790219163760	54	54
1790219163761	46	46
1790219163762	50	50
1790219163763	46	46
1790219163764	47	47
1790219163765	58	58
1790219163766	46	46
1790219163767	51	51
1790219163768	48	48
1790219163769	52	52
1790219163770	48	48
1790219163771	49	49
1790219163772	46	46
1790219163773	52	52
1790219163774	46	46
1790219163775	49	49
1790219163776	49	49
1790219163777	47	47
1790219163778	131	131
1790219163779	46	46
1790219163780	49	49
1790219163781	45	45
1790219163782	45	45
1790219163783	62	62
1790219163784	49	49
1790219163785	52	52
1790219163786	53	53
1790219163787	50	50
1790219163788	49	49
1790219163789	50	50
1790219163790	48	48
1790219163791	47	47
1790219163792	52	52
1790219163793	45	46
1790219163794	46	46
1790219163795	49	49
1790219163796	48	48
1790219163797	48	48
1790219163798	52	52
1790219163799	46	46
1790219163800	47	47
1790219163801	45	45
1790219163802	48	48
1790219163803	45	45
1790219163804	50	50
1790219163805	47	47
1790219163806	47	47
1790219163807	51	51
1790219163808	50	50
1790219163809	45	46
1790219163810	48	48
1790219163811	47	47
1790219163812	48	48
1790219163813	48	49
1790219163814	46	47
1790219163815	45	45
1790219163816	45	45
1790219163817	50	50
1790219163818	46	46
1790219163819	49	49
1790219163820	45	45
1790219163821	46	46
1790219163822	46	46
1790219163823	48	48
1790219163824	47	47
1790219163825	46	46
1790219163826	46	46
1790219163827	48	48
1790219163828	51	51
1790219163829	47	47
1790219163830	48	48
1790219163831	47	47
1790219163832	64	64
1790219163833	45	45
1790219163834	49	49
1790219163835	46	46
1790219163836	47	47
1790219163837	48	48
1790219163838	51	57
1790219163839	48	48
1790219163840	48	48
1790219163841	50	50
1790219163842	47	47
1790219163843	51	51
1790219163844	47	47
1790219163845	46	46
1790219163846	54	54
1790219163847	47	47
1790219163848	46	46
1790219163849	48	48
1790219163850	45	45
1790219163851	48	48
1790219163852	52	52
1790219163853	47	47
1790219163854	48	48
1790219163855	46	46
1790219163856	47	47
1790219163857	52	52
1790219163858	45	45
1790219163859	44	44
1790219163860	47	47
1790219163861	48	48
1790219163862	47	47
1790219163863	48	48
1790219163864	43	43
1790219163865	48	48
1790219163866	47	47
1790219163867	48	48
1790219163868	46	46
1790219163869	50	50
1790219163870	47	47
1790219163871	49	49
1790219163872	46	46
1790219163873	48	48
1790219163874	151	151
1790219163875	77	77
1790219163876	61	61
1790219163877	53	53
1790219163878	51	51
1790219163879	136	136
1790219163880	47	47
1790219163881	47	47
1790219163882	47	47
1790219163883	48	48
1790219163884	49	49
1790219163885	45	45
1790219163886	61	63
1790219163887	52	52
1790219163888	54	54
1790219163889	67	67
1790219163890	48	48
1790219163891	55	55
1790219163892	43	43
1790219163893	49	49
1790219163894	48	48
1790219163895	56	56
1790219163896	44	44
1790219163897	48	48
1790219163898	46	46
1790219163899	49	49
1790219163900	46	46
1790219163901	52	52
1790219163902	72	72
1790219163903	53	53
1790219163904	57	57
1790219163905	52	52
1790219163906	46	46
1790219163907	47	47
1790219163908	47	47
1790219163909	53	53
1790219163910	46	46
1790219163911	46	46
1790219163912	51	51
1790219163913	55	55
1790219163914	47	47
1790219163915	48	48
1790219163916	45	45
1790219163917	47	47
1790219163918	49	49
1790219163919	49	49
1790219163920	51	51
1790219163921	49	49
1790219163922	43	43
1790219163923	49	49
1790219163924	47	47
1790219163925	46	46
1790219163926	48	48
1790219163927	47	47
1790219163928	49	49
1790219163929	49	49
1790219163930	48	48
1790219163931	47	47
1790219163932	44	44
1790219163933	49	49
1790219163934	49	49
1790219163935	47	47
1790219163936	47	47
1790219163937	48	48
1790219163938	51	51
1790219163939	48	48
1790219163940	47	47
1790219163941	48	48
1790219163942	47	47
1790219163943	49	49
1790219163944	49	49
1790219163945	46	46
1790219163946	51	51
1790219163947	45	45
1790219163948	42	42
1790219163949	47	47
1790219163950	48	48
1790219163951	45	45
1790219163952	50	50
1790219163953	45	45
1790219163954	45	45
1790219163955	51	51
1790219163956	48	48
1790219163957	49	49
1790219163958	46	46
1790219163959	53	53
1790219163960	48	48
1790219163961	47	47
1790219163962	51	51
1790219163963	50	50
1790219163964	47	47
1790219163965	47	47
1790219163966	48	48
1790219163967	47	47
1790219163968	52	52
1790219163969	46	46
1790219163970	47	47
1790219163971	48	48
1790219163972	49	49
1790219163973	48	48
1790219163974	58	58
1790219163975	46	46
1790219163976	49	49
1790219163977	48	48
1790219163978	49	49
1790219163979	46	46
1790219163980	124	124
1790219163981	47	47
1790219163982	48	48
1790219163983	48	48
1790219163984	47	47
1790219163985	47	48
1790219163986	46	46
1790219163987	48	48
1790219163988	55	55
1790219163989	46	46
1790219163990	47	47
1790219163991	41	41
1790219163992	47	47
1790219163993	42	42
1790219163994	48	48
1790219163995	46	46
1790219163996	49	49
1790219163997	49	49
1790219163998	48	48
1790219163999	47	47
1790219164000	47	47
1790219164001	49	49
1790219164002	49	49
1790219164003	48	48
1790219164004	48	48
1790219164005	50	50
1790219164006	49	49
1790219164007	48	48
1790219164008	46	46
1790219164009	47	47
1790219164010	47	47
1790219164011	50	50
1790219164012	47	47
1790219164013	44	44
1790219164014	45	45
1790219164015	48	48
1790219164016	48	48
1790219164017	47	47
1790219164018	47	47
1790219164019	47	47
1790219164020	47	47
1790219164021	49	49
1790219164022	48	48
1790219164023	46	46
1790219164024	48	48
1790219164025	46	46
1790219164026	48	48
1790219164027	54	54
1790219164028	47	47
1790219164029	50	50
1790219164030	47	47
1790219164031	50	50
1790219164032	43	43
1790219164033	50	50
1790219164034	45	45
1790219164035	52	52
1790219164036	47	47
1790219164037	50	50
1790219164038	48	48
1790219164039	48	48
1790219164040	48	48
1790219164041	47	47
1790219164042	44	44
1790219164043	48	48
1790219164044	45	45
1790219164045	47	47
1790219164046	47	47
1790219164047	47	47
1790219164048	44	44
1790219164049	48	48
1790219164050	45	45
1790219164051	49	49
1790219164052	47	47
1790219164053	48	48
1790219164054	46	46
1790219164055	46	46
1790219164056	45	45
1790219164057	49	49
1790219164058	48	48
1790219164059	52	52
1790219164060	48	48
1790219164061	46	46
1790219164062	47	47
1790219164063	48	48
1790219164064	42	42
1790219164065	51	51
1790219164066	46	46
1790219164067	48	48
1790219164068	46	46
1790219164069	45	45
1790219164070	43	43
1790219164071	45	45
1790219164072	44	44
1790219164073	45	45
1790219164074	49	49
1790219164075	48	48
1790219164076	49	49
1790219164077	48	48
1790219164078	45	45
1790219164079	48	48
1790219164080	49	49
1790219164081	107	107
1790219164082	45	45
1790219164083	50	50
1790219164084	49	49
1790219164085	48	48
1790219164086	46	46
1790219164087	49	49
1790219164088	51	51
1790219164089	45	45
1790219164090	46	46
1790219164091	44	44
1790219164092	43	43
1790219164093	42	42
1790219164094	46	46
1790219164095	47	47
1790219164096	47	47
1790219164097	46	46
1790219164098	48	48
1790219164099	43	43
1790219164100	48	48
1790219164101	50	50
1790219164102	49	49
1790219164103	44	44
1790219164104	44	45
1790219164105	47	47
1790219164106	44	44
1790219164107	50	50
1790219164108	44	45
1790219164109	44	44
1790219164110	48	48
1790219164111	50	50
1790219164112	46	47
1790219164113	46	46
1790219164114	48	48
1790219164115	48	48
1790219164116	46	46
1790219164117	45	45
1790219164118	48	48
1790219164119	44	44
1790219164120	46	46
1790219164121	47	47
1790219164122	48	48
1790219164123	46	46
1790219164124	49	49
1790219164125	47	47
1790219164126	47	47
1790219164127	48	48
1790219164128	46	46
1790219164129	48	48
1790219164130	49	49
1790219164131	47	47
1790219164132	48	48
1790219164133	48	48
1790219164134	48	48
1790219164135	50	50
1790219164136	46	46
1790219164137	49	49
1790219164138	48	48
1790219164139	48	48
1790219164140	47	47
1790219164141	47	47
1790219164142	48	48
1790219164143	46	46
1790219164144	46	46
1790219164145	47	47
1790219164146	47	47
1790219164147	48	48
1790219164148	48	48
1790219164149	46	46
1790219164150	48	48
1790219164151	45	45
1790219164152	48	48
1790219164153	48	48
1790219164154	58	58
1790219164155	45	45
1790219164156	47	47
1790219164157	47	47
1790219164158	46	46
1790219164159	46	46
1790219164160	49	49
1790219164161	50	50
1790219164162	47	47
1790219164163	43	43
1790219164164	47	47
1790219164165	50	50
1790219164166	41	41
1790219164167	48	48
1790219164168	49	49
1790219164169	50	50
1790219164170	43	43
1790219164171	47	47
1790219164172	48	48
1790219164173	49	49
1790219164174	47	47
1790219164175	46	46
1790219164176	46	46
1790219164177	50	50
1790219164178	45	45
1790219164179	48	48
1790219164180	46	46
1790219164181	49	49
1790219164182	99	99
1790219164183	49	49
1790219164184	46	46
1790219164185	50	50
1790219164186	47	47
1790219164187	48	48
1790219164188	48	48
1790219164189	52	52
1790219164190	45	45
1790219164191	46	46
1790219164192	45	45
1790219164193	48	48
1790219164194	47	47
1790219164195	46	46
1790219164196	43	43
1790219164197	50	50
1790219164198	44	44
1790219164199	44	44
1790219164200	45	45
1790219164201	48	48
1790219164202	49	49
1790219164203	47	47
1790219164204	45	45
1790219164205	50	50
1790219164206	47	47
1790219164207	48	48
1790219164208	45	45
1790219164209	51	51
1790219164210	54	54
1790219164211	78	78
1790219164212	59	59
1790219164213	52	52
1790219164214	47	47
1790219164215	53	53
1790219164216	48	48
1790219164217	49	49
1790219164218	48	48
1790219164219	48	48
1790219164220	45	45
1790219164221	48	48
1790219164222	46	46
1790219164223	48	57
1790219164224	47	47
1790219164225	48	48
1790219164226	46	46
1790219164227	48	48
1790219164228	46	46
1790219164229	48	48
1790219164230	47	47
1790219164231	47	47
1790219164232	46	46
1790219164233	46	46
1790219164234	44	44
1790219164235	47	47
1790219164236	45	45
1790219164237	47	47
1790219164238	45	45
1790219164239	45	45
1790219164240	45	45
1790219164241	47	47
1790219164242	44	44
1790219164243	44	44
1790219164244	46	46
1790219164245	48	48
1790219164246	48	48
1790219164247	48	48
1790219164248	47	47
1790219164249	48	48
1790219164250	47	47
1790219164251	50	50
1790219164252	49	49
1790219164253	47	47
1790219164254	47	47
1790219164255	48	48
1790219164256	49	49
1790219164257	48	48
1790219164258	47	47
1790219164259	44	44
1790219164260	46	46
1790219164261	45	45
1790219164262	48	48
1790219164263	42	42
1790219164264	48	48
1790219164265	48	48
1790219164266	48	48
1790219164267	44	44
1790219164268	48	48
1790219164269	48	48
1790219164270	47	47
1790219164271	51	51
1790219164272	47	47
1790219164273	46	46
1790219164274	47	47
1790219164275	49	49
1790219164276	46	46
1790219164277	48	48
1790219164278	46	46
1790219164279	49	49
1790219164280	46	46
1790219164281	44	44
1790219164282	47	47
1790219164283	113	113
1790219164284	45	45
1790219164285	48	48
1790219164286	44	44
1790219164287	44	44
1790219164288	43	43
1790219164289	48	48
1790219164290	47	47
1790219164291	46	46
1790219164292	47	47
1790219164293	48	48
1790219164294	47	47
1790219164295	46	46
1790219164296	47	47
1790219164297	48	48
1790219164298	50	50
1790219164299	45	45
1790219164300	47	47
1790219164301	46	46
1790219164302	50	50
1790219164303	49	49
1790219164304	45	45
1790219164305	45	45
1790219164306	44	45
1790219164307	44	44
1790219164308	45	45
1790219164309	52	52
1790219164310	46	46
1790219164311	48	48
1790219164312	49	49
1790219164313	50	50
1790219164314	48	48
1790219164315	49	49
1790219164316	46	46
1790219164317	53	53
1790219164318	46	46
1790219164319	46	46
1790219164320	44	44
1790219164321	46	46
1790219164322	56	56
1790219164323	49	49
1790219164324	49	49
1790219164325	48	48
1790219164326	44	44
1790219164327	50	50
1790219164328	47	47
1790219164329	49	49
1790219164330	50	50
1790219164331	48	48
1790219164332	44	44
1790219164333	47	47
1790219164334	44	44
1790219164335	47	47
1790219164336	45	45
1790219164337	45	45
1790219164338	44	44
1790219164339	51	51
1790219164340	47	47
1790219164341	55	55
1790219164342	44	44
1790219164343	49	49
1790219164344	45	45
1790219164345	49	49
1790219164346	48	48
1790219164347	44	44
1790219164348	48	48
1790219164349	47	47
1790219164350	44	44
1790219164351	50	50
1790219164352	45	46
1790219164353	46	46
1790219164354	45	45
1790219164355	42	42
1790219164356	45	45
1790219164357	45	45
1790219164358	48	48
1790219164359	45	45
1790219164360	43	43
1790219164361	47	47
1790219164362	45	45
1790219164363	50	50
1790219164364	47	47
1790219164365	49	49
1790219164366	44	44
1790219164367	43	43
1790219164368	50	50
1790219164369	47	47
1790219164370	47	47
1790219164371	47	47
1790219164372	48	48
1790219164373	47	47
1790219164374	48	48
1790219164375	45	45
1790219164376	46	46
1790219164377	47	47
1790219164378	47	47
1790219164379	60	60
1790219164380	43	43
1790219164381	49	49
1790219164382	46	46
1790219164383	48	48
1790219164384	164	164
1790219164385	113	113
1790219164386	55	55
1790219164387	52	52
1790219164388	47	47
1790219164389	55	55
1790219164390	48	48
1790219164391	49	49
1790219164392	52	52
1790219164393	48	48
1790219164394	51	51
1790219164395	60	60
1790219164396	48	48
1790219164397	50	50
1790219164398	48	48
1790219164399	45	45
1790219164400	60	60
1790219164401	45	45
1790219164402	50	50
1790219164403	44	44
1790219164404	46	46
1790219164405	45	45
1790219164406	49	49
1790219164407	48	48
1790219164408	48	48
1790219164409	47	47
1790219164410	53	53
1790219164411	50	50
1790219164412	47	47
1790219164413	49	49
1790219164414	48	48
1790219164415	45	45
1790219164416	47	47
1790219164417	50	50
1790219164418	47	47
1790219164419	47	47
1790219164420	49	49
1790219164421	52	52
1790219164422	50	50
1790219164423	45	45
1790219164424	50	50
1790219164425	45	45
1790219164426	46	46
1790219164427	49	49
1790219164428	49	49
1790219164429	47	47
1790219164430	48	48
1790219164431	46	46
1790219164432	46	46
1790219164433	48	48
1790219164434	46	46
1790219164435	49	49
1790219164436	46	46
1790219164437	48	48
1790219164438	49	49
1790219164439	46	46
1790219164440	47	47
1790219164441	49	49
1790219164442	47	47
1790219164443	47	47
1790219164444	48	48
1790219164445	48	48
1790219164446	47	47
1790219164447	48	48
1790219164448	49	49
1790219164449	47	47
1790219164450	45	45
1790219164451	45	45
1790219164452	46	46
1790219164453	45	45
1790219164454	45	45
1790219164455	44	44
1790219164456	47	47
1790219164457	48	48
1790219164458	47	47
1790219164459	48	48
1790219164460	47	47
1790219164461	48	48
1790219164462	45	45
1790219164463	45	45
1790219164464	46	46
1790219164465	46	46
1790219164466	52	52
1790219164467	47	47
1790219164468	104	104
1790219164469	60	60
1790219164470	67	67
1790219164471	47	47
1790219164472	90	90
1790219164473	83	83
1790219164474	83	83
1790219164475	53	53
1790219164476	64	64
1790219164477	60	60
1790219164478	85	85
1790219164479	45	45
1790219164480	56	56
1790219164481	63	63
1790219164482	50	50
1790219164483	49	49
1790219164484	54	54
1790219164485	367	367
1790219164486	60	60
1790219164487	220	220
1790219164488	63	63
1790219164489	52	52
1790219164490	49	49
1790219164491	58	58
1790219164492	57	57
1790219164493	48	48
1790219164494	46	46
1790219164495	47	47
1790219164496	48	48
1790219164497	48	48
1790219164498	46	46
1790219164499	57	57
1790219164500	58	58
1790219164501	49	49
1790219164502	54	54
1790219164503	50	50
1790219164504	50	50
1790219164505	48	48
1790219164506	52	52
1790219164507	52	52
1790219164508	48	48
1790219164509	50	50
1790219164510	51	51
1790219164511	56	56
1790219164512	52	52
1790219164513	44	44
1790219164514	46	46
1790219164515	47	47
1790219164516	45	45
1790219164517	52	52
1790219164518	50	50
1790219164519	49	49
1790219164520	47	47
1790219164521	49	49
1790219164522	56	56
1790219164523	46	46
1790219164524	47	47
1790219164525	48	48
1790219164526	46	46
1790219164527	48	48
1790219164528	45	45
1790219164529	46	46
1790219164530	47	47
1790219164531	44	44
1790219164532	50	50
1790219164533	46	46
1790219164534	49	49
1790219164535	48	48
1790219164536	67	67
1790219164537	53	53
1790219164538	58	58
1790219164539	48	48
1790219164540	49	49
1790219164541	45	45
1790219164542	50	50
1790219164543	50	50
1790219164544	51	51
1790219164545	51	51
1790219164546	49	49
1790219164547	48	48
1790219164548	47	47
1790219164549	47	47
1790219164550	47	47
1790219164551	46	46
1790219164552	46	46
1790219164553	45	45
1790219164554	48	48
1790219164555	46	46
1790219164556	47	47
1790219164557	46	46
1790219164558	46	46
1790219164559	44	44
1790219164560	52	52
1790219164561	47	47
1790219164562	49	49
1790219164563	48	48
1790219164564	48	48
1790219164565	44	44
1790219164566	48	48
1790219164567	52	52
1790219164568	51	51
1790219164569	47	47
1790219164570	48	49
1790219164571	45	45
1790219164572	47	47
1790219164573	46	46
1790219164574	43	43
1790219164575	49	49
1790219164576	45	45
1790219164577	46	46
1790219164578	48	48
1790219164579	46	46
1790219164580	49	49
1790219164581	47	47
1790219164582	48	48
1790219164583	46	46
1790219164584	51	51
1790219164585	48	48
1790219164586	135	135
1790219164587	46	46
1790219164588	46	46
1790219164589	45	45
1790219164590	47	47
1790219164591	48	48
1790219164592	50	50
1790219164593	45	45
1790219164594	49	49
1790219164595	45	45
1790219164596	47	47
1790219164597	46	46
1790219164598	47	47
1790219164599	48	48
1790219164600	49	49
1790219164601	47	47
1790219164602	48	48
1790219164603	50	50
1790219164604	49	50
1790219164605	45	45
1790219164606	48	48
1790219164607	47	47
1790219164608	53	53
1790219164609	44	44
1790219164610	48	48
1790219164611	48	48
1790219164612	48	48
1790219164613	47	47
1790219164614	42	42
1790219164615	47	47
1790219164616	47	47
1790219164617	49	49
1790219164618	47	47
1790219164619	49	49
1790219164620	50	50
1790219164621	50	50
1790219164622	46	46
1790219164623	48	48
1790219164624	49	49
1790219164625	47	47
1790219164626	52	52
1790219164627	50	50
1790219164628	48	48
1790219164629	51	51
1790219164630	47	47
1790219164631	49	49
1790219164632	51	51
1790219164633	41	41
1790219164634	46	46
1790219164635	46	46
1790219164636	46	46
1790219164637	41	41
1790219164638	45	45
1790219164639	44	44
1790219164640	48	48
1790219164641	48	48
1790219164642	46	46
1790219164643	48	48
1790219164644	46	46
1790219164645	45	45
1790219164646	49	49
1790219164647	46	46
1790219164648	52	52
1790219164649	48	48
1790219164650	45	45
1790219164651	48	48
1790219164652	48	48
1790219164653	45	45
1790219164654	48	48
1790219164655	44	44
1790219164656	47	47
1790219164657	46	46
1790219164658	47	47
1790219164659	46	46
1790219164660	50	50
1790219164661	50	50
1790219164662	47	47
1790219164663	206	248
1790219164664	66	66
1790219164665	52	52
1790219164666	54	54
1790219164667	56	56
1790219164668	46	46
1790219164669	46	46
1790219164670	57	57
1790219164671	63	64
1790219164672	50	50
1790219164673	55	55
1790219164674	47	47
1790219164675	48	48
1790219164676	45	45
1790219164677	49	49
1790219164678	63	63
1790219164679	54	54
1790219164680	65	65
1790219164681	47	48
1790219164682	49	49
1790219164683	47	47
1790219164684	51	51
1790219164685	57	57
1790219164686	53	53
1790219164687	142	142
1790219164688	52	52
1790219164689	46	46
1790219164690	51	51
1790219164691	54	54
1790219164692	46	46
1790219164693	46	46
1790219164694	55	55
1790219164695	56	56
1790219164696	58	58
1790219164697	47	47
1790219164698	46	46
1790219164699	49	49
1790219164700	45	45
1790219164701	43	43
1790219164702	46	46
1790219164703	47	47
1790219164704	50	50
1790219164705	51	51
1790219164706	54	54
1790219164707	47	47
1790219164708	54	54
1790219164709	46	46
1790219164710	70	70
1790219164711	47	47
1790219164712	64	64
1790219164713	45	45
1790219164714	88	88
1790219164715	50	50
1790219164716	48	48
1790219164717	48	48
1790219164718	55	55
1790219164719	47	47
1790219164720	46	46
1790219164721	44	44
1790219164722	49	49
1790219164723	44	44
1790219164724	44	44
1790219164725	41	41
1790219164726	49	49
1790219164727	48	48
1790219164728	50	50
1790219164729	46	46
1790219164730	48	48
1790219164731	47	47
1790219164732	49	49
1790219164733	47	47
1790219164734	73	73
1790219164735	45	45
1790219164736	50	50
1790219164737	46	46
1790219164738	50	50
1790219164739	46	46
1790219164740	46	46
1790219164741	46	46
1790219164742	51	51
1790219164743	47	47
1790219164744	46	46
1790219164745	44	44
1790219164746	46	46
1790219164747	43	43
1790219164748	47	47
1790219164749	48	48
1790219164750	47	47
1790219164751	44	44
1790219164752	51	51
1790219164753	44	44
1790219164754	45	45
1790219164755	44	44
1790219164756	48	48
1790219164757	43	43
1790219164758	54	54
1790219164759	48	48
1790219164760	51	51
1790219164761	44	44
1790219164762	51	51
1790219164763	48	48
1790219164764	48	48
1790219164765	46	46
1790219164766	44	44
1790219164767	48	48
1790219164768	49	49
1790219164769	47	47
1790219164770	47	47
1790219164771	46	46
1790219164772	48	49
1790219164773	58	58
1790219164774	51	51
1790219164775	46	46
1790219164776	53	53
1790219164777	48	48
1790219164778	49	49
1790219164779	47	47
1790219164780	50	50
1790219164781	44	44
1790219164782	52	52
1790219164783	49	49
1790219164784	44	44
1790219164785	48	48
1790219164786	47	47
1790219164787	45	45
1790219164788	115	115
1790219164789	46	46
1790219164790	45	45
1790219164791	45	45
1790219164792	43	43
1790219164793	43	43
1790219164794	45	45
1790219164795	45	45
1790219164796	52	52
1790219164797	315	315
1790219164798	140	140
1790219164799	90	90
1790219164800	54	54
1790219164801	51	51
1790219164802	49	49
1790219164803	53	53
1790219164804	48	48
1790219164805	57	57
1790219164806	59	59
1790219164807	49	49
1790219164808	48	48
1790219164809	54	54
1790219164810	50	50
1790219164811	52	52
1790219164812	47	47
1790219164813	47	47
1790219164814	48	48
1790219164815	47	47
1790219164816	45	45
1790219164817	48	48
1790219164818	37	37
1790219164819	49	50
1790219164820	50	50
1790219164821	48	48
1790219164822	46	46
1790219164823	55	55
1790219164824	74	74
1790219164825	48	48
1790219164826	43	43
1790219164827	51	51
1790219164828	52	52
1790219164829	48	48
1790219164830	51	51
1790219164831	51	51
1790219164832	48	48
1790219164833	47	47
1790219164834	50	50
1790219164835	52	52
1790219164836	46	46
1790219164837	48	48
1790219164838	64	64
1790219164839	46	46
1790219164840	48	48
1790219164841	47	47
1790219164842	44	44
1790219164843	46	46
1790219164844	51	51
1790219164845	49	49
1790219164846	47	47
1790219164847	48	48
1790219164848	44	44
1790219164849	47	47
1790219164850	47	47
1790219164851	46	46
1790219164852	51	51
1790219164853	47	47
1790219164854	46	46
1790219164855	46	46
1790219164856	44	44
1790219164857	45	45
1790219164858	49	49
1790219164859	45	45
1790219164860	44	44
1790219164861	46	46
1790219164862	51	51
1790219164863	47	47
1790219164864	43	43
1790219164865	48	48
1790219164866	45	45
1790219164867	48	48
1790219164868	50	50
1790219164869	45	45
1790219164870	45	45
1790219164871	44	44
1790219164872	44	44
1790219164873	45	45
1790219164874	54	54
1790219164875	47	47
1790219164876	44	44
1790219164877	48	48
1790219164878	47	47
1790219164879	47	47
1790219164880	47	47
1790219164881	41	41
1790219164882	48	48
1790219164883	47	47
1790219164884	49	49
1790219164885	48	48
1790219164886	46	46
1790219164887	47	47
1790219164888	49	49
1790219164889	155	155
1790219164890	46	47
1790219164891	48	48
1790219164892	49	49
1790219164893	44	44
1790219164894	46	46
1790219164895	44	44
1790219164896	44	44
1790219164897	41	41
1790219164898	48	48
1790219164899	45	45
1790219164900	48	48
1790219164901	44	44
1790219164902	50	50
1790219164903	44	44
1790219164904	45	45
1790219164905	44	44
1790219164906	48	48
1790219164907	52	52
1790219164908	46	46
1790219164909	45	45
1790219164910	50	50
1790219164911	48	48
1790219164912	48	48
1790219164913	48	48
1790219164914	46	46
1790219164915	43	43
1790219164916	49	49
1790219164917	49	49
1790219164918	43	43
1790219164919	47	47
1790219164920	45	45
1790219164921	43	43
1790219164922	43	43
1790219164923	46	46
1790219164924	49	49
1790219164925	48	48
1790219164926	46	46
1790219164927	47	47
1790219164928	50	50
1790219164929	44	44
1790219164930	50	50
1790219164931	46	46
1790219164932	47	47
1790219164933	47	47
1790219164934	50	50
1790219164935	45	45
1790219164936	44	44
1790219164937	41	41
1790219164938	46	46
1790219164939	47	47
1790219164940	47	47
1790219164941	49	49
1790219164942	48	48
1790219164943	46	46
1790219164944	47	47
1790219164945	47	47
1790219164946	45	45
1790219164947	45	45
1790219164948	44	44
1790219164949	48	48
1790219164950	44	44
1790219164951	46	46
1790219164952	45	45
1790219164953	45	45
1790219164954	47	47
1790219164955	45	45
1790219164956	43	43
1790219164957	44	44
1790219164958	47	47
1790219164959	47	47
1790219164960	51	51
1790219164961	47	47
1790219164962	46	47
1790219164963	47	47
1790219164964	43	43
1790219164965	46	46
1790219164966	47	47
1790219164967	46	46
1790219164968	44	44
1790219164969	44	44
1790219164970	45	45
1790219164971	46	46
1790219164972	49	49
1790219164973	45	45
1790219164974	47	47
1790219164975	49	49
1790219164976	46	46
1790219164977	50	50
1790219164978	48	48
1790219164979	48	48
1790219164980	42	42
1790219164981	47	47
1790219164982	47	47
1790219164983	48	48
1790219164984	47	47
1790219164985	43	43
1790219164986	44	44
1790219164987	45	45
1790219164988	50	50
1790219164989	47	47
1790219164990	108	108
1790219164991	50	50
1790219164992	46	46
1790219164993	50	50
1790219164994	47	47
1790219164995	48	48
1790219164996	49	49
1790219164997	47	47
1790219164998	47	47
1790219164999	47	47
1790219165000	43	43
1790219165001	46	46
1790219165002	46	46
1790219165003	47	47
1790219165004	47	47
1790219165005	50	50
1790219165006	47	47
1790219165007	49	49
1790219165008	45	45
1790219165009	51	51
1790219165010	47	47
1790219165011	46	47
1790219165012	49	49
1790219165013	47	48
1790219165014	45	45
1790219165015	45	45
1790219165016	47	47
1790219165017	48	48
1790219165018	47	47
1790219165019	50	50
1790219165020	45	45
1790219165021	44	44
1790219165022	49	49
1790219165023	46	46
1790219165024	42	42
1790219165025	48	48
1790219165026	47	47
1790219165027	48	48
1790219165028	45	45
1790219165029	45	45
1790219165030	52	52
1790219165031	48	48
1790219165032	50	50
1790219165033	47	47
1790219165034	46	46
1790219165035	46	46
1790219165036	47	47
1790219165037	48	48
1790219165038	56	56
1790219165039	47	47
1790219165040	48	48
1790219165041	48	48
1790219165042	45	45
1790219165043	46	46
1790219165044	41	41
1790219165045	46	46
1790219165046	46	46
1790219165047	49	49
1790219165048	45	45
1790219165049	48	48
1790219165050	47	47
1790219165051	44	44
1790219165052	46	46
1790219165053	46	46
1790219165054	50	50
1790219165055	46	46
1790219165056	50	50
1790219165057	54	54
1790219165058	47	47
1790219165059	48	48
1790219165060	52	52
1790219165061	48	48
1790219165062	47	47
1790219165063	47	47
1790219165064	46	46
1790219165065	52	53
1790219165066	47	47
1790219165067	47	47
1790219165068	47	47
1790219165069	46	46
1790219165070	49	49
1790219165071	48	48
1790219165072	47	47
1790219165073	49	56
1790219165074	50	50
1790219165075	45	45
1790219165076	47	47
1790219165077	47	47
1790219165078	48	48
1790219165079	46	46
1790219165080	48	48
1790219165081	48	48
1790219165082	48	48
1790219165083	46	46
1790219165084	45	45
1790219165085	46	46
1790219165086	47	48
1790219165087	47	47
1790219165088	46	46
1790219165089	47	47
1790219165090	47	47
1790219165091	133	133
1790219165092	47	47
1790219165093	44	44
1790219165094	51	51
1790219165095	51	51
1790219165096	47	47
1790219165097	47	47
1790219165098	44	44
1790219165099	45	45
1790219165100	49	49
1790219165101	46	46
1790219165102	45	45
1790219165103	44	44
1790219165104	53	53
1790219165105	50	50
1790219165106	53	53
1790219165107	47	47
1790219165108	47	47
1790219165109	47	47
1790219165110	70	70
1790219165111	66	66
1790219165112	45	45
1790219165113	49	49
1790219165114	44	44
1790219165115	45	45
1790219165116	47	47
1790219165117	53	53
1790219165118	58	58
1790219165119	49	49
1790219165120	48	48
1790219165121	48	48
1790219165122	51	51
1790219165123	49	49
1790219165124	50	50
1790219165125	46	46
1790219165126	48	48
1790219165127	49	49
1790219165128	49	49
1790219165129	48	48
1790219165130	45	45
1790219165131	48	48
