event	utc	mono_ms	target	seq	request_id	detail
client_ack	2026-09-23T18:13:14.675246670Z	5414	source	228	async-partition-228	
client_ack	2026-09-23T18:13:14.697364253Z	5436	source	229	async-partition-229	
client_ack	2026-09-23T18:13:14.719017337Z	5458	source	230	async-partition-230	
client_ack	2026-09-23T18:13:14.740808128Z	5480	source	231	async-partition-231	
client_ack	2026-09-23T18:13:14.762343962Z	5501	source	232	async-partition-232	
client_ack	2026-09-23T18:13:14.784685462Z	5523	source	233	async-partition-233	
client_ack	2026-09-23T18:13:14.806954670Z	5546	source	234	async-partition-234	
client_ack	2026-09-23T18:13:14.829257920Z	5568	source	235	async-partition-235	
client_ack	2026-09-23T18:13:14.851623254Z	5590	source	236	async-partition-236	
client_ack	2026-09-23T18:13:14.873884462Z	5613	source	237	async-partition-237	
client_ack	2026-09-23T18:13:14.895905129Z	5635	source	238	async-partition-238	
client_ack	2026-09-23T18:13:14.918049837Z	5657	source	239	async-partition-239	
client_ack	2026-09-23T18:13:14.940322754Z	5679	source	240	async-partition-240	
client_ack	2026-09-23T18:13:14.962556254Z	5701	source	241	async-partition-241	
client_ack	2026-09-23T18:13:14.985602629Z	5724	source	242	async-partition-242	
client_ack	2026-09-23T18:13:15.008087004Z	5747	source	243	async-partition-243	
client_ack	2026-09-23T18:13:15.032831004Z	5772	source	244	async-partition-244	
client_ack	2026-09-23T18:13:15.057624712Z	5796	source	245	async-partition-245	
client_ack	2026-09-23T18:13:15.085492795Z	5824	source	246	async-partition-246	
client_ack	2026-09-23T18:13:15.110789379Z	5850	source	247	async-partition-247	
client_ack	2026-09-23T18:13:15.134913795Z	5874	source	248	async-partition-248	
client_ack	2026-09-23T18:13:15.157661545Z	5896	source	249	async-partition-249	
client_ack	2026-09-23T18:13:15.179979754Z	5919	source	250	async-partition-250	
client_ack	2026-09-23T18:13:15.203263712Z	5942	source	251	async-partition-251	
write_failed	2026-09-23T18:13:15.260290295Z	5999	source	252	async-partition-252	CommunicationsException
retry_inserted	2026-09-23T18:13:23.951018841Z	14690	replica1	252	async-partition-252	
first_write_after_failover	2026-09-23T18:13:23.974809800Z	14714	replica1	253	async-partition-253	
client_ack	2026-09-23T18:13:23.998216466Z	14737	replica1	254	async-partition-254	
client_ack	2026-09-23T18:13:24.021134925Z	14760	replica1	255	async-partition-255	
client_ack	2026-09-23T18:13:24.045344800Z	14784	replica1	256	async-partition-256	
client_ack	2026-09-23T18:13:24.068877300Z	14808	replica1	257	async-partition-257	
client_ack	2026-09-23T18:13:24.091472841Z	14830	replica1	258	async-partition-258	
client_ack	2026-09-23T18:13:24.114479716Z	14853	replica1	259	async-partition-259	
